Timestamp,Date and Time,MAX,MIN,GUESS
1551830400,2019-03-06T00:00:00,60.2194,17.248,36.9799
1551916800,2019-03-07T00:00:00,60.1171,17.1105,36.7024
1552003200,2019-03-08T00:00:00,59.1692,16.8357,36.0662
1552089600,2019-03-09T00:00:00,59.8858,16.9387,36.3461
1552176000,2019-03-10T00:00:00,58.9105,16.7667,35.9157
1552262400,2019-03-11T00:00:00,58.844,16.8514,36.0364
1552348800,2019-03-12T00:00:00,58.4845,16.7471,35.8142
1552435200,2019-03-13T00:00:00,58.8953,16.8663,36.0681
1552521600,2019-03-14T00:00:00,59.2893,17.0883,36.4792
1552608000,2019-03-15T00:00:00,60.0998,17.2073,36.7996
1552694400,2019-03-16T00:00:00,61.6414,17.6354,37.7229
1552780800,2019-03-17T00:00:00,62.6123,17.8062,38.1507
1552867200,2019-03-18T00:00:00,64.1585,18.1325,38.9163
1552953600,2019-03-19T00:00:00,66.4493,18.6648,40.1267
1553040000,2019-03-20T00:00:00,68.41,19.1112,41.1484
1553126400,2019-03-21T00:00:00,68.0735,18.9051,40.7717
1553212800,2019-03-22T00:00:00,68.5681,19.0425,41.068
1553299200,2019-03-23T00:00:00,67.4552,18.7334,40.4014
1553385600,2019-03-24T00:00:00,68.161,18.9295,40.8241
1553472000,2019-03-25T00:00:00,67.8252,18.8362,40.623
1553558400,2019-03-26T00:00:00,65.7758,18.267,39.3955
1553644800,2019-03-27T00:00:00,65.505,18.1918,39.2333
1553731200,2019-03-28T00:00:00,66.1521,18.3716,39.6209
1553817600,2019-03-29T00:00:00,65.7514,18.2603,39.3809
1553904000,2019-03-30T00:00:00,65.8199,18.2793,39.422
1553990400,2019-03-31T00:00:00,65.1208,18.0851,39.0032
1554076800,2019-04-01T00:00:00,64.3409,17.8685,38.5361
1554163200,2019-04-02T00:00:00,65.8357,17.9373,39.1743
1554249600,2019-04-03T00:00:00,65.3808,17.4977,38.6693
1554336000,2019-04-04T00:00:00,65.5286,17.0806,38.2774
1554422400,2019-04-05T00:00:00,67.0476,16.9306,38.6072
